Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion
4a2aff79-1b63-4660-b780-300ed3ac177a,Gerry Walsh,"Um, so I opened the app to get some advice on a blister. Couldn't find it quickly. Maybe it's there, maybe not. You'd think that a first aid resource would have a search function.",2,2021-03-20,2.11.1
3a9648c2-24bc-4434-8700-dd21167a97bd,Samuel Aguilar arroyo,"Mucho info ,,Great",5,2021-02-24,
a1b52c34-4169-4889-8494-8ce5b6f1ad53,Tami Harrod,I love this app. Tessa harrod,5,2021-02-20,2.11.0
d400a69a-68db-4f8e-8afd-7b07513ea4f3,yanky herbst,It's good and can help save lives,5,2021-02-16,2.11.0
25f70d0f-e9ec-4b1f-9b20-8e99dec991a1,Jen Bell,Touch sensor was not working properly,3,2021-01-31,2.11.0
ba29a38b-3e2f-409c-9f3c-713d3ccd9654,Juan M,Great tool to have for emergencies.,5,2021-01-16,2.11.0
0b92c2ed-d252-4a5c-a329-3c64a8e23d1a,NAPALM VISINE,Great way to keep info close to you!,5,2021-01-06,2.11.0
9d8abce8-0d77-4892-8574-3a520c24859b,Jasmine Vg Salazer,Care for yourself help others,5,2020-12-19,2.4
37c6ea52-75a0-49d8-90e2-44b8da494637,Stephen Taylor,Very useful.,5,2020-12-15,2.11.0
35bfa7b0-c8bc-4383-8271-ae77dae73b48,jessika fulcher,Love taking the first aid quizzes! Easy to read !!,5,2020-11-19,2.11.0
22f00b39-f8ff-41cf-bf85-2f3dee57b6ee,Linda Copeland,Very good 👍,5,2020-11-13,2.11.0
ce828c36-9197-41b6-97c5-9e6908b4b30c,Melvin Colbert,Great,5,2020-11-12,2.11.0
5c8e813e-f9ab-4f97-bce0-d5f150223aaf,Sean Hicks,"This app helps you find a clear distribution of what to do in a certain situations. Such as if someone has a asthma attack you would want to make them feel comfortable,make sure someone reassures the person and if they don't have their medication and is uncontrollable call 911.It also has an 911 number under the things that should be getting called to 911 for emergencies.This app is definitely worth getting for more information and knowledge about emergencies or just knowing about certain stuff",5,2020-11-09,2.11.0
ac72f8c9-5997-4da1-9dab-2579cbac19c8,FBI Secret Agent,"I appreciate the fact that you are really serious about optimizing your app and not like other apps being ""optimized every week"" and barely anything being noticed about the optimization, so I'm really happy about everything you are doing guys and so good job ❤️",5,2020-10-26,2.10.0
06403513-f34e-40fb-8f8a-eae485697316,yasmanys perez,"A lot of knowledge, well explain. Love ut",5,2020-10-24,2.10.0
37639521-df1a-4e6a-b1a8-be7ffac467c3,Mary Carolyn Grego,Good basic information that can really make a difference in an emergency.,5,2020-10-24,2.10.0
29bfce5a-f5ec-4b14-be5b-9624c5226d86,Tony “Big-Tony” Wilford,Love this app. I especially like that the content is viewable offline. Because you never know when you might be in an emergency situation and not have wifi or cellular service. That was a very smart implementation.,5,2020-10-17,2.10.0
4d4b1cdb-6f6e-4df8-adbd-091baf4a4861,john bloyer,Great app. I have been a bystander at multiple fatal accidents in my life. This would have better helped me render aid while waiting on the emergency services. Love the gps to local hospitals function. I am new to my area and I learned of several hospitals of which I was unaware.,5,2020-10-10,2.10.0
a834f185-9317-45a2-b2d2-c222a8e1fcc0,Kevin Gibbs,"Some of the categories in ""non-life-threatening"" have no title but do have content.",4,2020-10-09,2.10.0
98856eda-bf54-492a-b655-70548c8d7075,Shawn OHare,seems to be a functional app,4,2020-10-07,2.10.0
97dcc254-dfd3-40d3-92c6-f771a3712d51,Minister RUBY Durkee,Can Always Come In Handy..,5,2020-10-04,2.8.2
c4882548-805e-42b3-9d49-49ecda5c046e,Latara Leggat,I love it,5,2020-09-29,
140d2857-f1fa-4bf5-a7a5-5f480252b7b5,Penny Brac,Good information,5,2020-09-13,2.10.0
f3d34ce4-c8d5-4729-9d3e-856e041ef4db,Trey Wood,Hope things get better,4,2020-08-31,
9b0777b2-63a1-42c9-aeac-46b136e6dd64,Laila Noll,Great,5,2020-08-14,2.10.0
be55cafc-16fd-4a10-95b4-d664cbb4876d,Rebecca Lawson (Becky),Great app,5,2020-08-14,
53d044c4-6cda-4b3b-a3c1-39a36d19adef,M JS,Helpful,5,2020-08-12,2.10.0
8e65115d-ed00-4ccc-9a3d-7de12ced6b95,Jose Rodriguez,Great free app with important information from a reliable source,5,2020-08-03,2.10.0
99ba625b-bd0d-4985-bde0-284f61d2aa0b,Sophie Oedel,"Its a wonderful tool! I am first aid ceritfied by the red cross, but this app is a great refresher so that I am always confident in my ability to help in a situation. I especially love the quiz aspect.",5,2020-07-27,2.10.0
bdc7dfc0-fc68-46e9-bf21-671451fcd4f5,Bennet Drover,"The app has gone downhill. Do you have lawyers and politicians involved in writing the contents? Are you afraid of liability to the point where you dilute the content to uselessness? Too many clicks, not enough pictures or examples, to the point of not being practical. The Canadian Red Cross First aid app is SO MUCH better.",2,2020-07-16,2.9.0
557b63b9-eb96-408b-8fa9-443c564e99e3,JoAnne Deibert,"So happy to have first aid and emergency info available instantly. I have taken Red Cross first aid courses, but needed a way to review the info when needed. The App is great since it has quizzes to use for reviews of the info! I am updating my review. 2020. I am impressed that the app is updated with important dated info during a Pandemic.",4,2020-07-09,2.9.0
895ec557-d010-4d17-951c-e68daaafb407,Dean Maehrlein,Great and super informative with quick and easy access tabs,5,2020-07-08,2.9.0
8dc72b4b-c400-4e59-b698-c23c874c768f,Jennifer De Marquez,Useful for my entire 🏠 hold,4,2020-07-03,
92531ae5-ece8-48b8-a3a9-5f3dfd98e2cc,Jeriel Dávila,Very good. If you want to learn about first aid download it.,5,2020-06-30,2.9.0
191e92b3-af1c-4032-9ca5-4b7e3a511de4,Steve J,"Run at startup permission snuck in and email asking about it was ignored. There's no legitimate reason I can see for adding it, and the fact they're being so nontransparent about it raises red flags. Uninstalling. Pay attention to permissions, people. This kind of thing happens quite a bit with different apps, because they know people don't care. Usually it's benign, but not always. You're giving a lot of trust & data with these apps.",1,2020-06-22,2.8.2
22bd8259-466b-4fb3-9034-50828395be1b,Karen J. Taylor,"You need to take a serious look at your non-life threatening injuries. Head injuries, heat stroke, and bites, for instance. All can be life-threatening and quite often are. During summer its a rare day we only have a single heat stroke call. I'd guess that a half of them end up fatalities. Head injuries are about the toughest thing to accurately diagnose in the field. X-rays or CAT scans are needed. That bumps up the priority of getting the person to an emergency room to ASAP.",3,2020-06-20,2.9.0
6734b2c0-ae5a-4cd1-a6a6-3a6171d7e313,SCREAMING_INTO_THE_VOID,Great app that includes a lot of valuable information as well as the opportunity to earn certification in several courses.,5,2020-06-19,
92d61d55-ee69-4ce9-9c9f-4f0f87de1fe7,Mullane Family,"This app is great! The only reason for not giving five stars is because I would like to see more in depth information, and I know it's possible, as well as more sanarios added (e.g. electric shock).",4,2020-06-19,2.9.0
d632f8bd-389f-41e3-a23a-f2510aeb78ba,David,Why run at startup?,1,2020-06-16,
3b57fa19-9f2f-4a0c-89c5-e1e470b69f4d,Will Hignite,"Essential for workers who had to fix or patch up something themselves due to their work environments. VERY HELPFUL for passing CPR & other first aid tests required for some jobs, such as for me as an electrician! SUPER HELPFUL! When I was a highway electrician, for example, we always were banged up and in the middle of no where. This app is perfect for minor injuries & risky jobs! The training alone is invaluable; A co-worker in Kentucky SAVED A WOMAN'S LIFE thanks to his CPR training on lunch!",5,2020-06-06,2.8.1
a848b161-8fa6-4f54-a004-8b9f12e00b66,Devan Browne,"I always get this on any new device I can. I've never needed it, and hopefully never will, but I'm glad to know it's there. Information is presented clearly and succinctly.",5,2020-06-03,2.8.2
86e31ae3-d1e8-49a7-a5d1-7ae7a23ae50b,tom duly,Have had a 3rd Gen. Past down book! Had try the App. Works well tons of useful information,5,2020-05-28,2.8.2
7427e2dd-5442-41e2-b34c-5b2db23154a7,Erik Ung,Have used for 5 minutes. So far handy to have available. Will need to study ahead to better prepare for an emergency situation.,4,2020-05-22,2.8.2
bf388971-6a92-4aed-a400-da3b89352451,Stacey Williams,Helpful,5,2020-05-20,2.8.2
52d3442e-6a0f-421a-9c9f-606ff1118e3e,Lester Shelton,Some useful advice,4,2020-05-20,
dbb6571b-ddda-4af0-98cc-385512a46f29,Ahmed Elsise,Easy,5,2020-05-15,
e1f80ea3-1407-4b83-9360-a77f4a03cd23,Jim Foley,Excellent First Aid app! Works when you have no cell service or Internet access!,5,2020-05-01,2.8.2
9d8837ef-a579-4118-be59-e739d6a6403d,Leslie Yates,Very informative and easy to learn,5,2020-05-01,2.8.2
1b9877a3-25e8-4da8-8832-e2787acf2d3d,Jennifer Franke,Good quizes help me prepare for nursing...,5,2020-04-30,2.8.2
6d68f487-06aa-4feb-9290-6d1fce86dc20,A Google user,"Nice app, useful information",5,2020-04-25,2.8.2
85c439db-38be-4e4f-8b4c-a18c7bebe6bd,A Google user,Hate machine s,1,2020-04-22,
b6fd3bca-824b-4649-bbac-0378d232258f,A Google user,Good,5,2020-04-20,2.8.1
bcddd7d5-9279-4a3c-baeb-2893a95874ff,A Google user,wow I've learned alot of things from this app thank you.,5,2020-04-19,
36a9ad28-4801-4fb5-bee2-d4e47e6631bb,A Google user,Awesome.app,5,2020-04-19,
7ec9be3b-b4d6-48d7-b614-bb9cf6297ad7,A Google user,Very very helpful,5,2020-04-15,2.8.2
96667e00-dded-4221-bc51-ca90e9adfb2e,A Google user,Don't want it,1,2020-04-15,
6dad1af5-3e2c-4d1a-97b4-361f251dd90d,A Google user,Infomative and clear,5,2020-04-15,2.8.2
a1d443b4-7aad-42da-9ad0-755be0c4d9a6,A Google user,Educational.,5,2020-04-14,2.7.0
06222163-0914-4aaa-9582-8dcf91676894,A Google user,It's very useful when in times of need,5,2020-04-13,2.8.2
0d647444-9dc3-4f3c-a231-1342f00d5e5e,A Google user,Nice job 👍👍,4,2020-04-13,2.8.2
36d6f32a-452f-4c91-bfa8-ac24365cd4eb,A Google user,Great app. Too big forthis old tablet. Have it on other devices.,5,2020-04-13,2.8.0
7d35c289-a08d-4040-bdfa-ad7b856d7e6d,A Google user,So useful! References are clear and easy to find.,5,2020-04-12,2.8.2
5531d119-b50a-4976-b6d4-35fccdae5d39,A Google user,"Some terrible information for lay people. Section: EMERGENCIES under Non -Life-threatening, 5 out of the 10 listed topics could very easily be life threatening ( broken bones: femur lacerating artery ; Burns: airway/resp. compromise; Meningitis: Meningococcal Meningitis can be fatal in few hours without immediate appropriate antibiotic intervention (unfortunately symptoms are similar to more common viral meningitis); Concussion&Head: can easily be life threatening and Heat Stoke: listing wrong",2,2020-04-09,2.8.1
f89693c0-54e3-49ac-9e46-9747e3f85244,A Google user,Nice app,5,2020-04-08,
0efdf833-a848-4cdc-98fd-4b5ef66b1219,A Google user,nice job . good apps,5,2020-04-07,2.8.1
b2b1f12a-73de-4b39-bafe-cd3a565a2401,A Google user,I'm pleased a lot .. thanks,5,2020-04-06,
eb33a29b-a0ea-4b6e-b1b4-af2ad60a315b,A Google user,"A blessing to have, thank you for all that you do for US!😇😇😇😇",5,2020-04-05,2.8.1
28c8d9f0-137c-4888-a2be-3544ba89f763,A Google user,"I once witnessed a scene between a RC member and a tiny defeated Okinawan woman. Our beautiful tiny island had been hit hard by Typhoon Rita. People, animals, homes swept out to sea. I watched as a R.C. member talked to a tiny woman whobegan to stand straighter. Her skin regained its natural tone. Her eyes literally lit up. As she listened and looked into the eyes of the R.C woman I saw her fear leave her face replaced by hope for a future. I like to think I'm a better person because of this.",5,2020-04-05,2.8.1
b4c68301-8977-4494-853c-7ee9d5a6de68,A Google user,Great app. Alot of great information that everyone should know.,5,2020-04-05,2.8.1
e157d584-76e4-45d0-af4f-7488033938b9,A Google user,Great to have!! Lots of info!,5,2020-04-04,
1e2e9aa4-cdaa-4710-bbda-92c66316a4ab,A Google user,Very useful and helpful,5,2020-04-04,2.8.1
f7a96b9b-72bf-4454-9291-48d22e4d986a,A Google user,In these times an App like this is a must have. I'm glad I found it. It's very useful.,5,2020-04-04,2.8.1
54b34822-5fd2-4e08-8357-80437de051d1,A Google user,"Helpful, informative, and semi-instructive basic first aid.",5,2020-04-03,2.8.1
472ea091-9ce0-43d8-b792-044ae2667325,A Google user,"Very useful as we are RV travelers. One minor error under Hospitals - Custer SD hospital does have an ER. This is important because, during a normal summer, we get tons of visitors to our are which is near Mt Rushmore plus other major attractions.",5,2020-04-03,2.8.1
4274c76a-dbfe-41f9-9bb8-56c2e5e3f89d,A Google user,Very useful info.. A must have for everyone with kids for sure...,5,2020-04-03,2.8.1
abf947b7-1960-4985-88ed-864d8050e6e4,A Google user,Excellent,5,2020-04-03,2.8.1
31a86be4-22dc-43e9-a020-cf710d773daa,A Google user,Great app for basic needs,4,2020-04-03,2.8.1
c207ae90-01f9-4036-95ae-2556dd16c01c,A Google user,"Nice app, very useful.",5,2020-04-02,2.8.1
86c7771e-7a94-4756-923e-9a9d41a10b45,A Google user,Thank you. My granddaughter has Retts so this is very important information for us. We also have 14 grand children from 16 to 1 year old so this keeps us prepared for anything. Very appreciative. God bless.,5,2020-04-02,2.8.1
9d497870-7b46-4b64-9cdb-5efc96984bd5,A Google user,Nice app,1,2020-04-02,
0ba1d6e6-bab6-4aa1-8728-8c86c12c1cf2,A Google user,Fun to learn,5,2020-04-01,2.8.1
59586afe-9fff-4026-8945-d5a9498d5cad,A Google user,Installed for reward honestly,1,2020-04-01,2.8.1
b1f14232-5392-4717-abb8-26c728a37d70,A Google user,It's a amazing app,5,2020-04-01,2.8.1
ac3fb88f-a18e-4e75-be01-e2be3cd84e0e,A Google user,Ok,4,2020-04-01,
327c0ac5-95f0-444c-a780-9a09c9a47133,A Google user,Wonderful and educational. Important information that everyone should have handy,5,2020-04-01,2.8.1
689a9375-e1c3-45d1-8e7d-42958ae3d770,A Google user,ABC's,5,2020-04-01,2.8.1
98b5621e-66bc-4c72-a29c-21459449dc50,A Google user,Love it,5,2020-03-31,2.8.1
fe62d537-cc8a-4558-8524-1d2afde23379,A Google user,Works like you think it should. Very easy to use.,5,2020-03-31,2.8.1
1fda7013-6652-473c-b5a7-e4ae858905f9,A Google user,I'm just here for my five points.,5,2020-03-31,2.8.1
23f1492c-b1aa-4662-861f-9e4eda0f3773,A Google user,Informational and helpful,5,2020-03-30,
1b18cde3-23ab-4ea4-ba10-98a6d469832e,A Google user,(Good),5,2020-03-30,
4686a7e3-54ef-4d8d-9341-64740c8ebf3a,A Google user,essential today and tomorrow and 25 march to be nice and warm regards to your email I don't know what to say,5,2020-03-29,2.8.1
0e643583-1e35-4f3a-b001-4a07056e18b3,A Google user,Great information. To know,5,2020-03-29,2.8.1
75183a42-2e18-4d41-8b3f-e06814a1c72e,A Google user,Very helpful information for being prepared for emergencies and first aid information.,5,2020-03-29,2.8.1
7d40f1c9-4717-4b73-ac43-1ac7141055e0,A Google user,Helps a lot.,4,2020-03-27,
0703dab8-cd5f-4cb2-8ca0-d0330c2eca6c,A Google user,This app is a good and helpful. If u something forget it can also help. It quizzes are also help u to weak area point about us.,5,2020-03-27,
2b09a8b8-77cd-4060-b119-05625a650500,A Google user,Beautiful.,5,2020-03-27,
bf568a4a-abf7-46cf-9b7b-1dac5b0d7fd5,A Google user,Love it,4,2020-03-26,
9cf02557-7a79-4374-8b3c-861354688a35,A Google user,"Im very pleased to have downloaded this app and to use it for a refresher course. I'll teach my granddaughter, how to do CPR, First Aid so she has these skills handy. Excellent app.",5,2020-03-26,2.8.1
04a29862-0315-4133-8c7b-14678a6c7a78,A Google user,Great app,5,2020-03-26,2.8.1
ee2ec520-d1fc-4115-958c-5d0035c2b0d3,A Google user,"Good basics, I would recommend for families, or anyone willing to learn First Aid I order to save a life until medical help can be obtained. I highly recommend! Thanks! carolintallahassee",5,2020-03-26,2.8.1
cedb0c2f-d0c8-4f0d-b3cf-26adeb55051a,A Google user,Excellent🌞🌞🌞,5,2020-03-24,
6f2e441a-b0f4-4539-995a-22a8858116da,A Google user,"This game saved life, I was choking on two corn dogs and this lady came up screamed into my face she owned this app and got punched the blockage right out of my eye socket and I thank her very much we still meet up for pe brunch late breakfast and throw raw rice at city rats so the birds can eat the aftermath because she told me it's the circle of life like that movie the lion king but instead of being beautiful it's just dirty city rats being eaten by ravenous city blood thirsty city pidgeons!?",5,2020-03-24,2.8.1
e500b337-23b2-4e25-968a-2862b543c494,A Google user,Good,5,2020-03-18,2.8.1
46443f3e-5540-4de3-b7a5-39b4c5b2dba1,A Google user,Good,5,2020-03-14,2.8.0
fbf4fa1d-1490-4b72-bf54-f6d253d0dccd,A Google user,Great tool to keep reviewing my first aid and CPR training!,5,2020-03-08,2.8.0
8f829aee-078f-4af1-b776-1a34e1c14ee1,A Google user,Great,5,2020-03-08,2.8.0
0c1c86eb-70a2-4d7d-b36e-2939283416da,A Google user,"This app is a good helpful reminder for those who take first aid course, but don't necessarily use the skills often.",5,2020-03-04,2.8.0
93f433ff-7012-4bbc-99ff-cf0846672d2f,A Google user,Good info,5,2020-03-04,2.8.0
11a2eb75-3c72-4d5e-a03b-718deded14a0,A Google user,I love it,5,2020-03-01,2.8.0
b8c6ea47-b31b-4f22-86a7-5346bbfa6a41,A Google user,Great app!,5,2020-02-01,2.8.0
9ab47a01-9e75-4b1e-9444-158045c3f81a,A Google user,Great information.,5,2020-01-29,2.8.0
bc552cd1-163f-4a40-9492-9063c3b5c3d7,A Google user,Good for refreshing and updating my first aid knowledge,5,2020-01-23,2.8.0
38d478c8-3088-45dd-9fd4-a802352f01eb,A Google user,Push notifications drove me away terrible harassment.,1,2020-01-22,2.8.0
e0727fa6-ecc7-437b-8819-9315ac8e3c16,A Google user,"This App is great, I'm very happy to have it I'm a babysitter and a coach so when things like bee Stings happen or anything else I feel ready!",4,2020-01-19,2.8.0
e4287c9d-fce9-43b9-8f6f-84b1ec850285,A Google user,"Overall good, but one of the questions on the broken bone quiz is literally impossible to get correct! The question is even worded different in the review.",4,2020-01-11,2.8.0
d0b6220f-52e3-4262-9e25-e1cb4dbccccc,A Google user,"I have found this app helpful when I need answers to my medical questions. Also, the quizes hold me accountable to remember info.",5,2019-12-10,2.7.0
d1c3fb1f-a68e-4760-97fc-ac9f31167590,A Google user,Very helpful,5,2019-11-23,2.7.0
4753c9d4-df95-449b-8f5a-4a6ec2b7fa0e,A Google user,I was hoping for the same guidelines given during first aid class.,4,2019-11-12,2.7.0
9eed28ee-6040-4fc0-8053-6917ce38f613,A Google user,I'm glad I have this app if I were to ever need it. I'd rather room be taken up on my phone than not have this. I have training I'm just not to comfortable if the only thing I'm relying on is myself,5,2019-11-07,2.7.0
0478d193-46d3-453e-8863-97a39bf34d35,A Google user,VERY helpful,4,2019-11-02,2.7.0
859c7522-be14-4369-8665-79b27d805fd6,A Google user,Simply very well done and a fun way to learn.,5,2019-10-28,2.7.0
e7b6bc4d-b3ab-4af6-ab89-17ef8600af18,A Google user,This app has alot of amazing information and will be a good tool for my first aid meritbadge.,5,2019-10-21,2.7.0
05317d04-2692-488b-8b0d-d8e216b745f1,A Google user,Very helpful,5,2019-10-19,2.7.0
29cdce65-e3b9-4836-97a0-6f6da12ecf8c,A Google user,Great app. 5 stars. I dropped a star cuz I'm still waiting on my license card. It's been almost 2 years I gotta renew it soon and I still haven't gotten my first one.,4,2019-10-18,
